x-axis,1
second,Volt
-27.2000E-09,-1.8428020358E-03
-27.0438E-09,-1.8428020358E-03
-26.8875E-09,-1.8428020358E-03
-26.7313E-09,-1.8428020358E-03
-26.5750E-09,-1.8428020358E-03
-26.4188E-09,-1.9583799240E-03
-26.2625E-09,-1.9684301751E-03
-26.1063E-09,-1.9684301751E-03
-25.9500E-09,-1.9684301751E-03
-25.7938E-09,-1.9684301751E-03
-25.6375E-09,-1.9684301751E-03
-25.4813E-09,-1.9684301751E-03
-25.3250E-09,-1.9684301751E-03
-25.1688E-09,-1.9684301751E-03
-25.0125E-09,-1.9684301751E-03
-24.8563E-09,-1.9684301751E-03
-24.7000E-09,-1.8528522869E-03
-24.5438E-09,-1.8428020358E-03
-24.3875E-09,-1.8428020358E-03
-24.2313E-09,-1.8428020358E-03
-24.0750E-09,-1.8428020358E-03
-23.9188E-09,-1.8428020358E-03
-23.7625E-09,-1.8428020358E-03
-23.6063E-09,-1.8428020358E-03
-23.4500E-09,-1.8428020358E-03
-23.2938E-09,-1.8428020358E-03
-23.1375E-09,-1.8428020358E-03
-22.9813E-09,-1.8428020358E-03
-22.8250E-09,-1.8428020358E-03
-22.6688E-09,-1.8428020358E-03
-22.5125E-09,-1.8428020358E-03
-22.3563E-09,-1.8428020358E-03
-22.2000E-09,-1.8428020358E-03
-22.0438E-09,-1.8428020358E-03
-21.8875E-09,-1.8428020358E-03
-21.7313E-09,-1.8428020358E-03
-21.5750E-09,-1.8428020358E-03
-21.4188E-09,-1.8428020358E-03
-21.2625E-09,-1.8428020358E-03
-21.1063E-09,-1.8428020358E-03
-20.9500E-09,-1.8428020358E-03
-20.7938E-09,-1.8428020358E-03
-20.6375E-09,-1.8428020358E-03
-20.4813E-09,-1.8428020358E-03
-20.3250E-09,-1.8428020358E-03
-20.1688E-09,-1.8428020358E-03
-20.0125E-09,-1.8428020358E-03
-19.8563E-09,-1.8428020358E-03
-19.7000E-09,-1.8428020358E-03
-19.5438E-09,-1.8428020358E-03
-19.3875E-09,-1.8428020358E-03
-19.2313E-09,-1.8428020358E-03
-19.0750E-09,-1.8428020358E-03
-18.9188E-09,-1.8428020358E-03
-18.7625E-09,-1.8428020358E-03
-18.6063E-09,-1.8428020358E-03
-18.4500E-09,-1.8428020358E-03
-18.2938E-09,-1.8428020358E-03
-18.1375E-09,-1.8428020358E-03
-17.9813E-09,-1.8428020358E-03
-17.8250E-09,-1.8428020358E-03
-17.6688E-09,-1.8428020358E-03
-17.5125E-09,-1.8428020358E-03
-17.3563E-09,-1.8428020358E-03
-17.2000E-09,-1.8428020358E-03
-17.0438E-09,-1.8428020358E-03
-16.8875E-09,-1.8428020358E-03
-16.7313E-09,-1.8428020358E-03
-16.5750E-09,-1.8428020358E-03
-16.4188E-09,-1.8428020358E-03
-16.2625E-09,-1.8428020358E-03
-16.1063E-09,-1.8428020358E-03
-15.9500E-09,-1.8428020358E-03
-15.7938E-09,-1.8428020358E-03
-15.6375E-09,-1.8428020358E-03
-15.4813E-09,-1.8428020358E-03
-15.3250E-09,-1.8428020358E-03
-15.1688E-09,-1.8428020358E-03
-15.0125E-09,-1.8428020358E-03
-14.8563E-09,-1.8428020358E-03
-14.7000E-09,-1.8428020358E-03
-14.5438E-09,-1.8428020358E-03
-14.3875E-09,-1.8428020358E-03
-14.2313E-09,-1.8428020358E-03
-14.0750E-09,-1.8428020358E-03
-13.9188E-09,-1.8428020358E-03
-13.7625E-09,-1.8428020358E-03
-13.6063E-09,-1.8428020358E-03
-13.4500E-09,-1.8428020358E-03
-13.2938E-09,-1.8428020358E-03
-13.1375E-09,-1.8428020358E-03
-12.9813E-09,-1.8428020358E-03
-12.8250E-09,-1.8428020358E-03
-12.6688E-09,-1.8428020358E-03
-12.5125E-09,-1.8428020358E-03
-12.3563E-09,-1.8428020358E-03
-12.2000E-09,-1.8428020358E-03
-12.0438E-09,-1.8428020358E-03
-11.8875E-09,-1.8428020358E-03
-11.7313E-09,-1.8428020358E-03
-11.5750E-09,-1.8428020358E-03
-11.4188E-09,-1.8428020358E-03
-11.2625E-09,-1.8428020358E-03
-11.1063E-09,-1.8428020358E-03
-10.9500E-09,-1.8428020358E-03
-10.7938E-09,-1.8428020358E-03
-10.6375E-09,-1.8428020358E-03
-10.4813E-09,-1.8428020358E-03
-10.3250E-09,-1.8428020358E-03
-10.1688E-09,-1.8428020358E-03
-10.0125E-09,-1.8428020358E-03
-9.8563E-09,-1.8428020358E-03
-9.7000E-09,-1.9583799240E-03
-9.5438E-09,-1.9684301751E-03
-9.3875E-09,-1.9684301751E-03
-9.2313E-09,-1.9684301751E-03
-9.0750E-09,-1.9684301751E-03
-8.9188E-09,-1.9684301751E-03
-8.7625E-09,-1.9684301751E-03
-8.6063E-09,-1.9684301751E-03
-8.4500E-09,-1.9684301751E-03
-8.2938E-09,-2.0840080633E-03
-8.1375E-09,-2.0940583145E-03
-7.9813E-09,-2.0940583145E-03
-7.8250E-09,-2.0940583145E-03
-7.6688E-09,-2.2096362027E-03
-7.5125E-09,-2.2196864538E-03
-7.3563E-09,-2.2196864538E-03
-7.2000E-09,-2.2196864538E-03
-7.0438E-09,-2.1041085656E-03
-6.8875E-09,-2.0940583145E-03
-6.7313E-09,-1.9784804263E-03
-6.5750E-09,-1.9684301751E-03
-6.4188E-09,-1.8528522869E-03
-6.2625E-09,-1.8428020358E-03
-6.1063E-09,-1.9583799240E-03
-5.9500E-09,-2.3151638397E-03
-5.7938E-09,-2.9232040342E-03
-5.6375E-09,-4.1292341721E-03
-5.4813E-09,-5.9634050067E-03
-5.3250E-09,-8.0789828735E-03
-5.1688E-09,-11.6015959011E-03
-5.0125E-09,-15.9382792717E-03
-4.8563E-09,-21.0287314785E-03
-4.7000E-09,-27.6819977389E-03
-4.5438E-09,-34.9282288171E-03
-4.3875E-09,-43.6015955584E-03
-4.2313E-09,-53.0890326427E-03
-4.0750E-09,-63.3302385631E-03
-3.9188E-09,-74.6719469844E-03
-3.7625E-09,-86.3352634424E-03
-3.6063E-09,-98.4809919555E-03
-3.4500E-09,-110.8980772497E-03
-3.2938E-09,-123.4508409343E-03
-3.1375E-09,-135.7824990937E-03
-2.9813E-09,-147.9784788626E-03
-2.8250E-09,-160.0488304921E-03
-2.6688E-09,-171.5312424294E-03
-2.5125E-09,-182.6166694464E-03
-2.3563E-09,-193.0940562688E-03
-2.2000E-09,-202.9433023945E-03
-2.0438E-09,-212.2799857116E-03
