x-axis,1,2
second,Volt,Volt
-30.6000E-09,-29.4206051076E-03,-80.2079403147E-03
-30.2875E-09,-29.4206051076E-03,-70.3586941891E-03
-29.9750E-09,-29.4206051076E-03,-62.8210058276E-03
-29.6625E-09,-29.4206051076E-03,-55.8863325350E-03
-29.3500E-09,-29.4206051076E-03,-56.0873375580E-03
-29.0375E-09,-29.4206051076E-03,-58.5999003451E-03
-28.7250E-09,-29.4206051076E-03,-60.9114581093E-03
-28.4125E-09,-29.4206051076E-03,-60.9114581093E-03
-28.1000E-09,-29.4206051076E-03,-60.9114581093E-03
-27.7875E-09,-29.4206051076E-03,-60.9114581093E-03
-27.4750E-09,-29.4206051076E-03,-60.5094480634E-03
-27.1625E-09,-29.4206051076E-03,-55.8863325350E-03
-26.8500E-09,-29.4206051076E-03,-56.2883425810E-03
-26.5375E-09,-29.4206051076E-03,-61.3134681553E-03
-26.2250E-09,-29.4206051076E-03,-66.7406037755E-03
-25.9125E-09,-29.4206051076E-03,-76.7908549242E-03
-25.6000E-09,-29.4206051076E-03,-86.4390960269E-03
-25.2875E-09,-29.4206051076E-03,-90.8612065323E-03
-24.9750E-09,-29.4206051076E-03,-88.1476387221E-03
-24.6625E-09,-29.4206051076E-03,-82.7205031019E-03
-24.3500E-09,-29.4206051076E-03,-72.8712569762E-03
-24.0375E-09,-29.4206051076E-03,-65.3335686147E-03
-23.7250E-09,-29.4206051076E-03,-58.1978902992E-03
-23.4125E-09,-29.4206051076E-03,-55.8863325350E-03
-23.1000E-09,-29.4206051076E-03,-55.8863325350E-03
-22.7875E-09,-29.5211076191E-03,-56.4893476039E-03
-22.4750E-09,-30.6768865012E-03,-64.0270359654E-03
-22.1625E-09,-30.6768865012E-03,-71.7657293499E-03
-21.8500E-09,-30.6768865012E-03,-81.4139704526E-03
-21.5375E-09,-30.5763839897E-03,-86.4390960269E-03
-21.2250E-09,-29.4206051076E-03,-90.8612065323E-03
-20.9125E-09,-29.5211076191E-03,-87.9466336992E-03
-20.6000E-09,-30.6768865012E-03,-80.2079403147E-03
-20.2875E-09,-30.7773890127E-03,-70.3586941891E-03
-19.9750E-09,-31.9331678947E-03,-62.8210058276E-03
-19.6625E-09,-31.9331678947E-03,-55.8863325350E-03
-19.3500E-09,-31.8326653833E-03,-56.0873375580E-03
-19.0375E-09,-30.4758814782E-03,-58.3988953222E-03
-18.7250E-09,-27.7623136681E-03,-58.5999003451E-03
-18.4125E-09,-22.8376906052E-03,-60.9114581093E-03
-18.1000E-09,-18.9683439130E-03,-60.9114581093E-03
